514779095,『异地恋』熬过去就是一生一世,http://music.163.com/playlist?id=514779095
707575900,旅行伴侣 I 优雅如诗的电子乐章,http://music.163.com/playlist?id=707575900
706469943,现在的感情都暧昧，我们都是爱情的胆小鬼,http://music.163.com/playlist?id=706469943
532215895,相逢是首歌，同行是你和我,http://music.163.com/playlist?id=532215895
639836971,『前奏控』Boom！ 超嗨节奏嗨翻假期,http://music.163.com/playlist?id=639836971
706761524,『洗脑／神曲』抖音BGM精选（日更）,http://music.163.com/playlist?id=706761524
579471092,英文|给男生的一封情书,http://music.163.com/playlist?id=579471092
707576603,欧美男声live | 你喜欢啥封面就换啥封面,http://music.163.com/playlist?id=707576603
702453759,「电音女毒」爱不释手的默契结合,http://music.163.com/playlist?id=702453759
707599683,天光乍破遇 暮雪白头老,http://music.163.com/playlist?id=707599683
708535319,『口白』哪一首歌曲的口白最让你们难忘？,http://music.163.com/playlist?id=708535319
708611341,朴智旻//Jimin's JOAH?JOAH!,http://music.163.com/playlist?id=708611341
707706697,INT瘦身课程~训练3,http://music.163.com/playlist?id=707706697
695592862,林深鹿不见，唯有思念染成春,http://music.163.com/playlist?id=695592862
702531269,日常一笑♪ 魔性喜感影视BGM,http://music.163.com/playlist?id=702531269
707827150,INT瘦身课程~训练4,http://music.163.com/playlist?id=707827150
709699149,低频律动♫丨Into Da Groove,http://music.163.com/playlist?id=709699149
707283621,嗯！ 这歌里有甜蜜的味道,http://music.163.com/playlist?id=707283621
710373687,劳动最光荣|我的五一搬砖BGM,http://music.163.com/playlist?id=710373687
707860342,浙江潮 | 一份来自江南的独立音乐地图,http://music.163.com/playlist?id=707860342
705922101,掌舵：罗盘｜见证奇迹 篆刻属于你的命运石,http://music.163.com/playlist?id=705922101
707006167,韩语||CRAZY与SWAG直击心脏的RAP,http://music.163.com/playlist?id=707006167
709872623,节奏控 |节奏太强，不小心就起飞了,http://music.163.com/playlist?id=709872623
707996139,忏悔与救赎✞极度抑郁的梦,http://music.163.com/playlist?id=707996139
707035023,老歌 I 回忆里那个爱而不得的人,http://music.163.com/playlist?id=707035023
705123491,华语之一字歌名。,http://music.163.com/playlist?id=705123491
713161457,假期综合症患者的必备乐「单」,http://music.163.com/playlist?id=713161457
712717219,今年初全球spotify流媒体播放量排行1,http://music.163.com/playlist?id=712717219
707929660,舒缓电子｜Chillout 孤独失眠者的治愈福利,http://music.163.com/playlist?id=707929660
711438670,☀Tropical House丨清新之风,http://music.163.com/playlist?id=711438670
713137778,愿你历经沧桑，仍有少年模样,http://music.163.com/playlist?id=713137778
700734626,年少不懂粤语歌，而立再听句句情,http://music.163.com/playlist?id=700734626
701678232,2♥️17〰车载重低音歌曲◀️,http://music.163.com/playlist?id=701678232
708628804,『电音故事』 从生命的起源说起,http://music.163.com/playlist?id=708628804
708308307,Chill Trap | 梦徊仙境 ，沉溺其中,http://music.163.com/playlist?id=708308307
707807648,逢听必哭，我的眼泪都在赞扬你的歌,http://music.163.com/playlist?id=707807648
709196925,慵懒与柔情 | 当木吉他邂逅女声,http://music.163.com/playlist?id=709196925
714261202,2017年四月最热新歌TOP50,http://music.163.com/playlist?id=714261202
64518270,周刊少年Jump动画巡礼,http://music.163.com/playlist?id=64518270
